OrderID,OrderDate,CustomerID,CustomerName,Segment,ProductID,ProductName,Category,Sub-Category,Quantity,UnitPrice,Discount,Profit,Sales,Country,City,State,Region
CA-2024-100742,2022-07-20,CUS-1444,Adrian Hopkins,Home Office,PROD-008,Rule Envelopes,Office Supplies,Envelopes,10,343.98,0.0,282.05,3439.8,United Kingdom,London,England,EMEA
CA-2024-100743,2022-03-20,CUS-1336,Mr. Charles Cain,Corporate,PROD-024,Describe Bookcases,Furniture,Bookcases,6,276.55,0.12,126.03,1460.18,Canada,Toronto,Ontario,Central
CA-2023-100744,2023-08-19,CUS-1341,Shannon Payne,Corporate,PROD-032,Apply Monitors,Technology,Monitors,5,328.8,0.1,315.95,1479.6,India,Mumbai,Maharashtra,APAC
CA-2022-100745,2022-12-12,CUS-1373,Frank Sutton,Corporate,PROD-004,Should Accessories,Technology,Accessories,10,615.51,0.0,1048.37,6155.1,Germany,Berlin,Berlin,EMEA
CA-2023-100746,2023-09-14,CUS-1225,Felicia Larson,Consumer,PROD-017,Benefit Chairs,Furniture,Chairs,9,106.46,0.1,173.51,862.33,United Kingdom,London,England,EMEA
CA-2023-100747,2022-10-23,CUS-1381,Tyler Frank,Corporate,PROD-016,Development Tablets,Technology,Tablets,4,179.98,0.05,41.15,683.92,United States,Chicago,Illinois,Central
CA-2023-100748,2022-07-04,CUS-1253,Amanda Haynes,Home Office,PROD-016,Development Tablets,Technology,Tablets,7,56.56,0.12,73.2,348.41,United States,Chicago,Illinois,Central
CA-2022-100749,2023-11-07,CUS-1179,Latoya Contreras,Home Office,PROD-025,Fact Accessories,Technology,Accessories,1,622.95,0.0,92.06,622.95,United States,Chicago,Illinois,Central
CA-2023-100750,2024-07-08,CUS-1119,James Leblanc,Home Office,PROD-039,Off Tables,Furniture,Tables,5,303.33,0.12,233.9,1334.65,United States,New York,New York,East
CA-2022-100751,2024-03-25,CUS-1225,Jennifer Johnston,Corporate,PROD-013,Such Writing,Office Supplies,Writing,1,573.79,0.1,66.97,516.41,United Kingdom,London,England,EMEA
CA-2023-100752,2023-08-23,CUS-1026,Teresa Fletcher,Corporate,PROD-014,Them Phones,Technology,Phones,5,36.27,0.0,10.15,181.35,United Kingdom,London,England,EMEA
CA-2023-100753,2023-03-10,CUS-1266,Emily Padilla,Corporate,PROD-004,Should Accessories,Technology,Accessories,1,659.42,0.12,106.65,580.29,United States,Chicago,Illinois,Central
CA-2024-100754,2022-02-08,CUS-1401,Jacob Johnson,Consumer,PROD-028,Cut Writing,Office Supplies,Writing,6,417.58,0.05,172.54,2380.21,United Kingdom,London,England,EMEA
CA-2024-100755,2022-10-24,CUS-1133,Christian Bright,Corporate,PROD-004,Should Accessories,Technology,Accessories,8,760.2,0.05,369.85,5777.52,Australia,Sydney,NSW,APAC
CA-2023-100756,2024-08-11,CUS-1186,Joshua Stark,Home Office,PROD-033,Wear Tables,Furniture,Tables,4,295.61,0.05,242.93,1123.32,South Africa,Cape Town,Western Cape,MEA
CA-2023-100757,2023-12-02,CUS-1270,Danielle Fuentes,Corporate,PROD-008,Rule Envelopes,Office Supplies,Envelopes,8,756.44,0.05,892.07,5748.94,South Africa,Cape Town,Western Cape,MEA
CA-2023-100758,2024-03-03,CUS-1179,Mr. Jason Nelson,Home Office,PROD-003,Include Writing,Office Supplies,Writing,10,522.09,0.1,507.88,4698.81,United States,New York,New York,East
CA-2022-100759,2024-12-13,CUS-1082,Mark Ross,Home Office,PROD-026,Operation Tables,Furniture,Tables,8,408.09,0.05,275.34,3101.48,South Africa,Cape Town,Western Cape,MEA
CA-2022-100760,2022-06-26,CUS-1133,Michael Mckenzie,Home Office,PROD-028,Cut Writing,Office Supplies,Writing,3,416.23,0.12,78.05,1098.85,United States,New York,New York,East
CA-2023-100761,2024-06-02,CUS-1252,Frank Johnson,Home Office,PROD-032,Apply Monitors,Technology,Monitors,1,403.69,0.1,28.22,363.32,Canada,Toronto,Ontario,Central
CA-2024-100762,2024-12-13,CUS-1480,Catherine Harris,Corporate,PROD-036,National Monitors,Technology,Monitors,1,474.25,0.1,64.31,426.82,India,Mumbai,Maharashtra,APAC
CA-2023-100763,2024-10-05,CUS-1275,Ebony Mcfarland,Consumer,PROD-023,Book Accessories,Technology,Accessories,6,461.58,0.12,523.47,2437.14,United States,Chicago,Illinois,Central
CA-2022-100764,2023-06-13,CUS-1439,Joe Black,Consumer,PROD-002,However Binders,Office Supplies,Binders,6,739.12,0.12,436.81,3902.55,United States,New York,New York,East
CA-2022-100765,2024-12-07,CUS-1465,Catherine Wagner,Consumer,PROD-024,Describe Bookcases,Furniture,Bookcases,5,576.86,0.0,155.96,2884.3,United States,New York,New York,East
CA-2024-100766,2023-07-02,CUS-1195,Bryan Phillips,Consumer,PROD-028,Cut Writing,Office Supplies,Writing,6,127.66,0.05,62.8,727.66,India,Mumbai,Maharashtra,APAC
CA-2023-100767,2022-02-02,CUS-1114,Jacqueline Knight,Corporate,PROD-036,National Monitors,Technology,Monitors,9,527.87,0.12,781.25,4180.73,India,Mumbai,Maharashtra,APAC
CA-2023-100768,2023-04-13,CUS-1190,Maureen Hunt MD,Home Office,PROD-002,However Binders,Office Supplies,Binders,10,252.38,0.05,177.79,2397.61,United States,Los Angeles,California,West
CA-2022-100769,2023-05-16,CUS-1459,Michael Edwards,Corporate,PROD-030,Whatever Accessories,Technology,Accessories,7,708.39,0.0,606.76,4958.73,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100770,2023-03-01,CUS-1314,Rebecca Richards,Home Office,PROD-026,Operation Tables,Furniture,Tables,5,14.16,0.12,14.68,62.3,India,Mumbai,Maharashtra,APAC
CA-2023-100771,2023-06-30,CUS-1415,Lydia Davis,Consumer,PROD-036,National Monitors,Technology,Monitors,2,26.8,0.12,9.47,47.17,South Africa,Cape Town,Western Cape,MEA
CA-2023-100772,2023-03-29,CUS-1260,Todd Carrillo,Consumer,PROD-009,Benefit Monitors,Technology,Monitors,6,98.36,0.05,118.19,560.65,Canada,Toronto,Ontario,Central
CA-2023-100773,2024-06-23,CUS-1182,Jenna Campbell,Corporate,PROD-018,Senior Chairs,Furniture,Chairs,8,720.92,0.0,1284.43,5767.36,India,Mumbai,Maharashtra,APAC
CA-2022-100774,2023-10-19,CUS-1074,Kimberly Chen,Consumer,PROD-013,Such Writing,Office Supplies,Writing,8,771.18,0.1,1057.96,5552.5,United Kingdom,London,England,EMEA
CA-2022-100775,2024-08-18,CUS-1283,Rachel Byrd,Consumer,PROD-004,Should Accessories,Technology,Accessories,1,2.98,0.1,0.46,2.68,United States,New York,New York,East
CA-2024-100776,2024-07-19,CUS-1171,Alison Knapp,Corporate,PROD-019,Many Binders,Office Supplies,Binders,10,660.54,0.1,531.42,5944.86,Australia,Sydney,NSW,APAC
CA-2023-100777,2022-04-29,CUS-1046,Joanne Anderson,Consumer,PROD-008,Rule Envelopes,Office Supplies,Envelopes,10,486.46,0.12,656.08,4280.85,South Africa,Cape Town,Western Cape,MEA
CA-2024-100778,2023-12-25,CUS-1293,Brenda Rose,Corporate,PROD-021,Billion Phones,Technology,Phones,9,9.15,0.05,9.65,78.23,South Africa,Cape Town,Western Cape,MEA
CA-2024-100779,2023-02-21,CUS-1431,Jennifer Charles,Corporate,PROD-031,Or Envelopes,Office Supplies,Envelopes,5,654.79,0.12,496.87,2881.08,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100780,2023-05-25,CUS-1058,Alexander Powell,Consumer,PROD-039,Off Tables,Furniture,Tables,9,482.45,0.1,951.91,3907.85,United States,Chicago,Illinois,Central
CA-2023-100781,2024-06-05,CUS-1117,Casey Thompson,Home Office,PROD-013,Such Writing,Office Supplies,Writing,10,320.67,0.0,631.08,3206.7,United States,Chicago,Illinois,Central
CA-2023-100782,2022-03-16,CUS-1016,Christopher Patton,Home Office,PROD-026,Operation Tables,Furniture,Tables,2,578.14,0.1,120.99,1040.65,United Kingdom,London,England,EMEA
CA-2024-100783,2022-05-10,CUS-1204,Rebecca Frazier,Corporate,PROD-015,Key Bookcases,Furniture,Bookcases,1,383.83,0.05,60.94,364.64,Canada,Toronto,Ontario,Central
CA-2024-100784,2024-09-04,CUS-1415,Richard Haynes,Consumer,PROD-040,Reach Envelopes,Office Supplies,Envelopes,5,204.86,0.12,73.91,901.38,Germany,Berlin,Berlin,EMEA
CA-2023-100785,2023-05-23,CUS-1187,Angela Morgan,Corporate,PROD-033,Wear Tables,Furniture,Tables,4,516.19,0.0,296.83,2064.76,Germany,Berlin,Berlin,EMEA
CA-2023-100786,2023-09-24,CUS-1361,Brenda Thornton,Consumer,PROD-024,Describe Bookcases,Furniture,Bookcases,3,153.78,0.12,99.85,405.98,Germany,Berlin,Berlin,EMEA
CA-2023-100787,2022-07-01,CUS-1270,Paul Russell,Home Office,PROD-009,Benefit Monitors,Technology,Monitors,2,325.13,0.1,118.16,585.23,Australia,Sydney,NSW,APAC
CA-2024-100788,2023-01-09,CUS-1175,Jessica Flores,Consumer,PROD-001,Summer Binders,Office Supplies,Binders,9,72.47,0.0,40.95,652.23,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100789,2023-06-13,CUS-1330,Christopher Hoffman,Home Office,PROD-023,Book Accessories,Technology,Accessories,2,306.62,0.1,136.54,551.92,Canada,Toronto,Ontario,Central
CA-2024-100790,2023-02-13,CUS-1474,Marie Lopez,Corporate,PROD-014,Them Phones,Technology,Phones,10,796.61,0.1,1500.34,7169.49,Germany,Berlin,Berlin,EMEA
CA-2024-100791,2023-12-08,CUS-1127,Deanna Daniel,Home Office,PROD-022,Final Paper,Office Supplies,Paper,2,266.59,0.1,99.15,479.86,India,Mumbai,Maharashtra,APAC
CA-2024-100792,2023-02-21,CUS-1270,Jonathan Burch,Consumer,PROD-022,Final Paper,Office Supplies,Paper,4,245.18,0.05,56.89,931.68,United Kingdom,London,England,EMEA
CA-2023-100793,2023-03-09,CUS-1225,Gregory Harvey,Home Office,PROD-010,Mean Phones,Technology,Phones,2,412.77,0.0,178.11,825.54,India,Mumbai,Maharashtra,APAC
CA-2022-100794,2022-01-07,CUS-1379,Ryan Soto,Consumer,PROD-026,Operation Tables,Furniture,Tables,5,609.99,0.1,618.72,2744.95,Germany,Berlin,Berlin,EMEA
CA-2024-100795,2023-06-05,CUS-1022,Robert Clark,Consumer,PROD-029,Early Envelopes,Office Supplies,Envelopes,2,661.65,0.12,207.6,1164.5,South Africa,Cape Town,Western Cape,MEA
CA-2024-100796,2024-08-07,CUS-1217,Shelby Gaines,Home Office,PROD-032,Apply Monitors,Technology,Monitors,9,517.2,0.12,841.18,4096.22,United States,Los Angeles,California,West
CA-2022-100797,2022-01-25,CUS-1177,Cynthia Murphy,Home Office,PROD-012,Cause Accessories,Technology,Accessories,2,466.2,0.0,191.72,932.4,South Africa,Cape Town,Western Cape,MEA
CA-2023-100798,2023-11-03,CUS-1005,Faith Murphy,Corporate,PROD-032,Apply Monitors,Technology,Monitors,8,534.67,0.0,973.34,4277.36,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100799,2024-08-30,CUS-1400,Scott Lewis,Consumer,PROD-012,Cause Accessories,Technology,Accessories,5,626.17,0.1,156.85,2817.76,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100800,2024-10-23,CUS-1270,Anna Webb,Consumer,PROD-016,Development Tablets,Technology,Tablets,1,685.23,0.0,168.82,685.23,United States,New York,New York,East
CA-2024-100801,2022-01-24,CUS-1200,Jeffrey Jones,Consumer,PROD-033,Wear Tables,Furniture,Tables,1,140.53,0.1,18.62,126.48,Australia,Sydney,NSW,APAC
CA-2024-100802,2024-10-19,CUS-1370,Shawn Tanner,Corporate,PROD-013,Such Writing,Office Supplies,Writing,1,678.87,0.12,86.74,597.41,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100803,2024-09-09,CUS-1452,Shannon Watkins,Consumer,PROD-022,Final Paper,Office Supplies,Paper,6,632.02,0.0,579.15,3792.12,United States,Los Angeles,California,West
CA-2023-100804,2024-02-02,CUS-1494,Cathy Daniels,Consumer,PROD-018,Senior Chairs,Furniture,Chairs,5,530.45,0.12,189.86,2333.98,Canada,Toronto,Ontario,Central
CA-2024-100805,2022-08-24,CUS-1445,Zachary Watson,Corporate,PROD-001,Summer Binders,Office Supplies,Binders,9,263.64,0.12,199.69,2088.03,United Kingdom,London,England,EMEA
CA-2024-100806,2023-04-17,CUS-1145,Timothy Turner,Corporate,PROD-007,Get Writing,Office Supplies,Writing,8,184.63,0.0,200.32,1477.04,South Africa,Cape Town,Western Cape,MEA
CA-2024-100807,2023-02-07,CUS-1299,Sean Adams,Home Office,PROD-022,Final Paper,Office Supplies,Paper,7,46.75,0.0,51.75,327.25,India,Mumbai,Maharashtra,APAC
CA-2022-100808,2024-06-25,CUS-1228,Anthony Ward,Home Office,PROD-040,Reach Envelopes,Office Supplies,Envelopes,3,162.25,0.0,44.98,486.75,South Africa,Cape Town,Western Cape,MEA
CA-2023-100809,2023-10-18,CUS-1132,Kristina Williams,Consumer,PROD-006,As Phones,Technology,Phones,4,496.67,0.1,394.53,1788.01,Australia,Sydney,NSW,APAC
CA-2022-100810,2022-04-09,CUS-1022,Brian Austin,Home Office,PROD-010,Mean Phones,Technology,Phones,4,408.52,0.12,278.13,1437.99,United Kingdom,London,England,EMEA
CA-2023-100811,2023-03-20,CUS-1129,Amanda Cross,Corporate,PROD-029,Early Envelopes,Office Supplies,Envelopes,3,609.05,0.05,335.09,1735.79,South Africa,Cape Town,Western Cape,MEA
CA-2024-100812,2024-06-12,CUS-1420,Daniel Mason,Home Office,PROD-025,Fact Accessories,Technology,Accessories,2,303.39,0.12,108.95,533.97,United States,Los Angeles,California,West
CA-2022-100813,2022-07-06,CUS-1064,Yolanda Ross,Corporate,PROD-038,Old Writing,Office Supplies,Writing,3,436.79,0.05,108.1,1244.85,United Kingdom,London,England,EMEA
CA-2022-100814,2022-03-30,CUS-1484,James Cooper PhD,Consumer,PROD-001,Summer Binders,Office Supplies,Binders,8,581.55,0.05,677.21,4419.78,United Kingdom,London,England,EMEA
CA-2022-100815,2023-02-06,CUS-1348,Joseph Harris,Corporate,PROD-024,Describe Bookcases,Furniture,Bookcases,6,114.09,0.12,53.59,602.4,India,Mumbai,Maharashtra,APAC
CA-2024-100816,2024-02-10,CUS-1445,Catherine Thompson,Corporate,PROD-032,Apply Monitors,Technology,Monitors,9,38.25,0.1,44.07,309.82,United States,Chicago,Illinois,Central
CA-2023-100817,2022-06-10,CUS-1236,Jason Fowler DDS,Home Office,PROD-039,Off Tables,Furniture,Tables,2,566.79,0.0,73.15,1133.58,United States,Los Angeles,California,West
CA-2022-100818,2022-01-08,CUS-1411,Jason Lynch,Consumer,PROD-031,Or Envelopes,Office Supplies,Envelopes,7,344.29,0.0,386.96,2410.03,United Kingdom,London,England,EMEA
CA-2023-100819,2023-02-24,CUS-1011,Andrea Parker,Consumer,PROD-020,Close Monitors,Technology,Monitors,6,543.5,0.0,664.04,3261.0,United Kingdom,London,England,EMEA
CA-2024-100820,2022-03-03,CUS-1046,Jason Miller,Corporate,PROD-008,Rule Envelopes,Office Supplies,Envelopes,7,649.84,0.12,331.41,4003.01,United States,New York,New York,East
CA-2023-100821,2024-09-24,CUS-1303,Jeffrey Gross,Home Office,PROD-001,Summer Binders,Office Supplies,Binders,2,383.07,0.1,109.21,689.53,South Africa,Cape Town,Western Cape,MEA
CA-2024-100822,2024-05-28,CUS-1466,Kevin Davidson,Home Office,PROD-015,Key Bookcases,Furniture,Bookcases,5,477.2,0.1,398.15,2147.4,United States,New York,New York,East
CA-2022-100823,2023-12-17,CUS-1393,Teresa Alvarez,Home Office,PROD-006,As Phones,Technology,Phones,8,658.29,0.05,1172.34,5003.0,United States,New York,New York,East
CA-2023-100824,2022-10-11,CUS-1432,Shirley Perkins,Corporate,PROD-032,Apply Monitors,Technology,Monitors,2,764.2,0.12,124.99,1344.99,United States,New York,New York,East
CA-2023-100825,2024-02-21,CUS-1284,Christopher Gonzalez Jr.,Consumer,PROD-040,Reach Envelopes,Office Supplies,Envelopes,10,797.09,0.1,1274.59,7173.81,Germany,Berlin,Berlin,EMEA
CA-2022-100826,2023-12-07,CUS-1175,Patrick Wright,Consumer,PROD-037,Care Tables,Furniture,Tables,4,470.52,0.1,264.95,1693.87,Canada,Toronto,Ontario,Central
CA-2023-100827,2024-04-11,CUS-1393,Tracey Collins,Corporate,PROD-026,Operation Tables,Furniture,Tables,5,358.11,0.05,278.81,1701.02,United States,New York,New York,East
CA-2024-100828,2022-04-20,CUS-1404,Troy Cortez,Home Office,PROD-018,Senior Chairs,Furniture,Chairs,4,180.0,0.05,101.27,684.0,Canada,Toronto,Ontario,Central
CA-2023-100829,2024-06-17,CUS-1137,Michael Hudson,Corporate,PROD-008,Rule Envelopes,Office Supplies,Envelopes,6,716.43,0.0,875.78,4298.58,United Kingdom,London,England,EMEA
CA-2024-100830,2022-03-25,CUS-1072,Amy Ramos,Home Office,PROD-031,Or Envelopes,Office Supplies,Envelopes,4,142.47,0.12,42.29,501.49,United Kingdom,London,England,EMEA
CA-2022-100831,2023-01-16,CUS-1299,David Holloway,Consumer,PROD-037,Care Tables,Furniture,Tables,6,136.5,0.12,90.9,720.72,United States,Chicago,Illinois,Central
CA-2024-100832,2023-02-27,CUS-1385,Maria Spence,Corporate,PROD-021,Billion Phones,Technology,Phones,4,576.72,0.05,189.63,2191.54,United States,Los Angeles,California,West
CA-2023-100833,2023-02-06,CUS-1078,Jeffrey Duarte,Consumer,PROD-030,Whatever Accessories,Technology,Accessories,6,23.35,0.05,22.15,133.1,United Kingdom,London,England,EMEA
CA-2022-100834,2024-11-26,CUS-1190,Christopher Lee,Home Office,PROD-023,Book Accessories,Technology,Accessories,1,427.47,0.1,62.28,384.72,United Kingdom,London,England,EMEA
CA-2024-100835,2022-09-10,CUS-1354,Adam Adams,Consumer,PROD-006,As Phones,Technology,Phones,8,749.51,0.1,355.31,5396.47,Canada,Toronto,Ontario,Central
CA-2024-100836,2022-12-23,CUS-1142,Ralph Mcclure,Consumer,PROD-021,Billion Phones,Technology,Phones,3,638.19,0.1,249.18,1723.11,United States,New York,New York,East
CA-2022-100837,2023-11-24,CUS-1014,Rebecca Greene,Home Office,PROD-035,Including Chairs,Furniture,Chairs,7,267.36,0.05,362.92,1777.94,Australia,Sydney,NSW,APAC
CA-2023-100838,2024-10-04,CUS-1478,John Schmidt,Consumer,PROD-037,Care Tables,Furniture,Tables,3,765.96,0.12,246.26,2022.13,Germany,Berlin,Berlin,EMEA
CA-2023-100839,2024-08-16,CUS-1473,John Palmer,Consumer,PROD-014,Them Phones,Technology,Phones,8,74.58,0.05,89.76,566.81,Australia,Sydney,NSW,APAC
CA-2023-100840,2023-12-14,CUS-1305,Jesse Mcdowell,Consumer,PROD-003,Include Writing,Office Supplies,Writing,5,642.34,0.05,245.01,3051.12,South Africa,Cape Town,Western Cape,MEA
CA-2023-100841,2022-08-12,CUS-1109,Gina Duran,Consumer,PROD-035,Including Chairs,Furniture,Chairs,6,94.67,0.0,129.92,568.02,Australia,Sydney,NSW,APAC
CA-2023-100842,2024-06-28,CUS-1456,Ann Adams,Corporate,PROD-019,Many Binders,Office Supplies,Binders,1,31.22,0.1,1.54,28.1,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100843,2023-02-28,CUS-1045,Travis Pope,Corporate,PROD-025,Fact Accessories,Technology,Accessories,8,702.61,0.0,817.16,5620.88,Canada,Toronto,Ontario,Central
CA-2024-100844,2022-06-17,CUS-1094,Suzanne Wolf,Consumer,PROD-009,Benefit Monitors,Technology,Monitors,5,483.45,0.05,175.16,2296.39,South Africa,Cape Town,Western Cape,MEA
CA-2023-100845,2024-10-14,CUS-1213,Jennifer Fuller,Corporate,PROD-016,Development Tablets,Technology,Tablets,3,9.2,0.12,2.19,24.29,United States,Los Angeles,California,West
CA-2024-100846,2023-06-23,CUS-1417,Claudia Maxwell,Home Office,PROD-002,However Binders,Office Supplies,Binders,4,665.72,0.1,299.79,2396.59,United States,New York,New York,East
CA-2024-100847,2023-12-15,CUS-1465,Danielle Thompson,Consumer,PROD-001,Summer Binders,Office Supplies,Binders,4,443.84,0.05,199.5,1686.59,United States,Chicago,Illinois,Central
CA-2022-100848,2023-05-15,CUS-1185,Gabriel Jones,Home Office,PROD-014,Them Phones,Technology,Phones,2,505.01,0.05,152.23,959.52,Germany,Berlin,Berlin,EMEA
CA-2022-100849,2023-12-14,CUS-1027,Henry Rush,Corporate,PROD-034,Organization Tables,Furniture,Tables,7,738.53,0.0,994.42,5169.71,South Africa,Cape Town,Western Cape,MEA
CA-2022-100850,2022-08-15,CUS-1033,Rachel Hardy,Consumer,PROD-026,Operation Tables,Furniture,Tables,10,449.94,0.12,855.51,3959.47,United States,New York,New York,East
CA-2023-100851,2024-10-28,CUS-1376,Ricky Young,Consumer,PROD-011,Last Paper,Office Supplies,Paper,4,67.17,0.05,60.53,255.25,Germany,Berlin,Berlin,EMEA
CA-2022-100852,2023-06-29,CUS-1106,Andrew Bennett,Home Office,PROD-033,Wear Tables,Furniture,Tables,6,206.15,0.05,244.54,1175.06,Germany,Berlin,Berlin,EMEA
CA-2022-100853,2023-07-06,CUS-1359,Susan Rangel,Home Office,PROD-034,Organization Tables,Furniture,Tables,2,97.4,0.05,40.77,185.06,Canada,Toronto,Ontario,Central
CA-2022-100854,2022-05-11,CUS-1453,David Decker,Corporate,PROD-031,Or Envelopes,Office Supplies,Envelopes,1,658.64,0.1,70.93,592.78,Canada,Toronto,Ontario,Central
CA-2024-100855,2024-10-29,CUS-1439,Christopher Hall,Home Office,PROD-007,Get Writing,Office Supplies,Writing,3,197.78,0.05,126.05,563.67,United States,Los Angeles,California,West
CA-2022-100856,2024-11-10,CUS-1432,Christopher Harvey,Home Office,PROD-009,Benefit Monitors,Technology,Monitors,6,438.89,0.0,415.48,2633.34,Canada,Toronto,Ontario,Central
CA-2023-100857,2022-04-13,CUS-1172,Dylan Long,Home Office,PROD-017,Benefit Chairs,Furniture,Chairs,6,30.79,0.12,28.18,162.57,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100858,2023-03-12,CUS-1114,Katherine Santana,Corporate,PROD-024,Describe Bookcases,Furniture,Bookcases,2,608.29,0.05,189.42,1155.75,United States,Los Angeles,California,West
CA-2022-100859,2022-04-19,CUS-1412,Erin Douglas,Corporate,PROD-006,As Phones,Technology,Phones,5,148.24,0.05,65.74,704.14,United States,Los Angeles,California,West
CA-2024-100860,2024-04-22,CUS-1436,Robert Jacobson,Corporate,PROD-032,Apply Monitors,Technology,Monitors,1,618.01,0.05,138.58,587.11,United States,Chicago,Illinois,Central
CA-2023-100861,2024-05-28,CUS-1340,Melissa Parker,Home Office,PROD-032,Apply Monitors,Technology,Monitors,9,40.43,0.05,45.55,345.68,Germany,Berlin,Berlin,EMEA
CA-2022-100862,2022-05-27,CUS-1317,Charles Webster,Consumer,PROD-018,Senior Chairs,Furniture,Chairs,9,750.27,0.1,1085.48,6077.19,Germany,Berlin,Berlin,EMEA
CA-2022-100863,2023-09-04,CUS-1224,Jacqueline Vargas,Consumer,PROD-003,Include Writing,Office Supplies,Writing,4,129.86,0.12,87.33,457.11,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100864,2023-06-02,CUS-1188,James Smith,Corporate,PROD-014,Them Phones,Technology,Phones,7,788.82,0.05,729.96,5245.65,United States,Los Angeles,California,West
CA-2024-100865,2023-04-22,CUS-1301,Robert Caldwell,Corporate,PROD-018,Senior Chairs,Furniture,Chairs,10,37.5,0.0,57.14,375.0,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100866,2022-11-20,CUS-1296,Kevin Fuller,Home Office,PROD-001,Summer Binders,Office Supplies,Binders,3,695.73,0.1,173.23,1878.47,South Africa,Cape Town,Western Cape,MEA
CA-2022-100867,2022-07-24,CUS-1029,Travis Phillips,Consumer,PROD-039,Off Tables,Furniture,Tables,5,668.71,0.0,495.28,3343.55,United Kingdom,London,England,EMEA
CA-2023-100868,2024-05-11,CUS-1368,George Greene,Consumer,PROD-021,Billion Phones,Technology,Phones,9,606.77,0.12,402.15,4805.62,Germany,Berlin,Berlin,EMEA
CA-2023-100869,2023-05-30,CUS-1001,Jennifer Jones,Corporate,PROD-021,Billion Phones,Technology,Phones,2,162.89,0.0,37.52,325.78,Germany,Berlin,Berlin,EMEA
CA-2023-100870,2022-12-22,CUS-1091,Robert Graves,Home Office,PROD-009,Benefit Monitors,Technology,Monitors,7,12.24,0.05,13.89,81.4,Australia,Sydney,NSW,APAC
CA-2022-100871,2023-07-28,CUS-1148,Patty Frey,Consumer,PROD-011,Last Paper,Office Supplies,Paper,6,186.36,0.1,153.08,1006.34,Canada,Toronto,Ontario,Central
CA-2023-100872,2023-01-19,CUS-1405,Larry Coleman,Home Office,PROD-026,Operation Tables,Furniture,Tables,6,377.67,0.0,467.22,2266.02,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100873,2022-12-26,CUS-1439,John Vazquez,Home Office,PROD-015,Key Bookcases,Furniture,Bookcases,7,38.11,0.05,59.68,253.43,Australia,Sydney,NSW,APAC
CA-2022-100874,2024-08-16,CUS-1466,Thomas Peterson,Corporate,PROD-004,Should Accessories,Technology,Accessories,10,367.63,0.0,434.29,3676.3,Germany,Berlin,Berlin,EMEA
CA-2022-100875,2022-09-25,CUS-1345,Cassandra Hunter,Consumer,PROD-029,Early Envelopes,Office Supplies,Envelopes,8,212.17,0.1,312.79,1527.62,Brazil,São Paulo,São Paulo,LATAM
CA-2023-100876,2023-11-26,CUS-1021,Leah Smith,Home Office,PROD-005,Ever Chairs,Furniture,Chairs,4,240.2,0.05,148.62,912.76,Germany,Berlin,Berlin,EMEA
CA-2024-100877,2023-11-03,CUS-1017,Maria Bailey,Corporate,PROD-024,Describe Bookcases,Furniture,Bookcases,2,718.33,0.05,102.31,1364.83,Brazil,São Paulo,São Paulo,LATAM
CA-2024-100878,2023-06-10,CUS-1104,Monica Jones,Home Office,PROD-031,Or Envelopes,Office Supplies,Envelopes,6,556.07,0.0,393.8,3336.42,United Kingdom,London,England,EMEA
CA-2024-100879,2023-11-05,CUS-1316,Mary Fleming,Consumer,PROD-007,Get Writing,Office Supplies,Writing,6,312.46,0.0,210.89,1874.76,United States,Chicago,Illinois,Central
CA-2024-100880,2024-02-27,CUS-1408,Charles Larsen,Home Office,PROD-033,Wear Tables,Furniture,Tables,7,682.7,0.0,824.66,4778.9,Brazil,São Paulo,São Paulo,LATAM
CA-2022-100881,2024-04-07,CUS-1334,Brian Richardson,Consumer,PROD-002,However Binders,Office Supplies,Binders,2,173.42,0.0,57.6,346.84,United States,New York,New York,East
CA-2023-100882,2022-01-20,CUS-1208,Jamie Smith,Consumer,PROD-002,However Binders,Office Supplies,Binders,4,190.58,0.05,70.03,724.2,South Africa,Cape Town,Western Cape,MEA
CA-2023-100883,2023-01-30,CUS-1302,Kelly Downs,Corporate,PROD-017,Benefit Chairs,Furniture,Chairs,5,124.11,0.1,127.99,558.5,United Kingdom,London,England,EMEA
CA-2024-100884,2023-01-09,CUS-1194,James White,Consumer,PROD-021,Billion Phones,Technology,Phones,10,754.73,0.1,1394.51,6792.57,Australia,Sydney,NSW,APAC
CA-2023-100885,2023-08-16,CUS-1237,Jason Brown,Home Office,PROD-040,Reach Envelopes,Office Supplies,Envelopes,7,381.83,0.0,230.39,2672.81,India,Mumbai,Maharashtra,APAC
CA-2023-100886,2024-08-23,CUS-1031,Anna Scott,Home Office,PROD-024,Describe Bookcases,Furniture,Bookcases,8,407.98,0.05,277.37,3100.65,South Africa,Cape Town,Western Cape,MEA
